prompt,opposite_sent,completion
 Replace the [MASK] with the correct word: A triangle isn't a kind of [MASK]. [MASK] is,A triangle is a kind of [MASK].,"['tool', 'shape', 'polygon']"
 Replace the [MASK] with the correct word: PayDay isn't a kind of [MASK]. [MASK] is,PayDay is a kind of [MASK].,"['candy', 'day']"
 Replace the [MASK] with the correct word: Felines aren't [MASK]. [MASK] is,Felines are [MASK].,['carnivores']
 Replace the [MASK] with the correct word: A conoe isn't a type of [MASK]. [MASK] is,A conoe is a type of [MASK].,['boat']
 Replace the [MASK] with the correct word: Pewter isn't a kind of [MASK]. [MASK] is,Pewter is a kind of [MASK].,"['alloy', 'metal']"
 Replace the [MASK] with the correct word: Wasps aren't [MASK]. [MASK] is,Wasps are [MASK].,['insects']
 Replace the [MASK] with the correct word: Computors aren't [MASK]. [MASK] is,Computors are [MASK].,['machines']
 Replace the [MASK] with the correct word: Helium isn't a [MASK]. [MASK] is,Helium is a [MASK].,['gas']
 Replace the [MASK] with the correct word: Morphine isn't an [MASK]. [MASK] is,Morphine is an [MASK].,"['drug', 'crystal', 'phenol', 'bitterness', 'analgesic', 'opiate']"
 Replace the [MASK] with the correct word: Tea isn't a [MASK]. [MASK] is,Tea is a [MASK].,"['meal', 'shrub', 'beverage', 'reception', 'herb']"
 Replace the [MASK] with the correct word: Music isn't a [MASK]. [MASK] is,Music is a [MASK].,"['activity', 'sounds', 'language', 'punishment', 'always', 'sound']"
 Replace the [MASK] with the correct word: Gasoline isn't a [MASK]. [MASK] is,Gasoline is a [MASK].,"['combustible', 'hydrocarbon', 'fuel']"
 Replace the [MASK] with the correct word: A system isn't a [MASK]. [MASK] is,A system is a [MASK].,"['substance', 'group', 'instrumentality', 'method']"
 Replace the [MASK] with the correct word: LCD isn't a type of [MASK]. [MASK] is,LCD is a type of [MASK].,"['fpd', 'screens']"
 Replace the [MASK] with the correct word: LSD isn't a [MASK]. [MASK] is,LSD is a [MASK].,"['medicine', 'hallucinogen']"
 Replace the [MASK] with the correct word: Water isn't a [MASK]. [MASK] is,Water is a [MASK].,"['achromatism', 'oxyde', 'liquid', 'hydride', 'nutrient', 'food', 'beverage', 'water', 'element', 'life', 'chemical', 'H2O']"
 Replace the [MASK] with the correct word: Hunger isn't a [MASK]. [MASK] is,Hunger is a [MASK].,"['desire', 'sensation', 'drive']"
 Replace the [MASK] with the correct word: A snowball isn't a type of [MASK]. [MASK] is,A snowball is a type of [MASK].,"['projectile', 'ball']"
 Replace the [MASK] with the correct word: Hull isn't a [MASK]. [MASK] is,Hull is a [MASK].,"['calyx', 'husk', 'structure']"
 Replace the [MASK] with the correct word: Arepa isn't a type of [MASK]. [MASK] is,Arepa is a type of [MASK].,"['food', 'flatbread']"
 Replace the [MASK] with the correct word: A nostril isn't a [MASK]. [MASK] is,A nostril is a [MASK].,['naris']
 Replace the [MASK] with the correct word: Volleyball isn't another kind of [MASK]. [MASK] is,Volleyball is another kind of [MASK].,"['sport', 'ball']"
 Replace the [MASK] with the correct word: Desert isn't a [MASK]. [MASK] is,Desert is a [MASK].,"['deservingness', 'biome', 'terrain', 'tract']"
 Replace the [MASK] with the correct word: Kallitype isn't a kind of [MASK]. [MASK] is,Kallitype is a kind of [MASK].,['photograph']
 Replace the [MASK] with the correct word: Turmeric isn't a [MASK]. [MASK] is,Turmeric is a [MASK].,"['plant', 'herb', 'flavorer']"
 Replace the [MASK] with the correct word: Lobotomy isn't a kind of [MASK]. [MASK] is,Lobotomy is a kind of [MASK].,['psychosurgery']
 Replace the [MASK] with the correct word: Bluebird isn't [MASK]. [MASK] is,Bluebird is [MASK].,"['thrush', 'sleeping', 'bird']"
 Replace the [MASK] with the correct word: University isn't a type of [MASK]. [MASK] is,University is a type of [MASK].,"['body', 'School', 'school', 'institution', 'academy', 'organization', 'establishment']"
 Replace the [MASK] with the correct word: Acne isn't [MASK]. [MASK] is,Acne is [MASK].,['embarassing']
 Replace the [MASK] with the correct word: UCLA isn't a kind of [MASK]. [MASK] is,UCLA is a kind of [MASK].,"['uc', 'school', 'university']"
 Replace the [MASK] with the correct word: The alphabet isn't [MASK]. [MASK] is,The alphabet is [MASK].,"['script', 'usefull']"
 Replace the [MASK] with the correct word: A chimpanzee isn't a kind of an [MASK]. [MASK] is,A chimpanzee is a kind of an [MASK].,"['animal', 'hominid', 'mammal']"
 Replace the [MASK] with the correct word: A restroom isn't a kind of [MASK]. [MASK] is,A restroom is a kind of [MASK].,"['amenities', 'room', 'toilet', 'bathroom', 'latrine']"
 Replace the [MASK] with the correct word: Chlorophyll isn't a kind of [MASK]. [MASK] is,Chlorophyll is a kind of [MASK].,"['green', 'chlorophyll', 'pigment']"
 Replace the [MASK] with the correct word: A shepherd isn't a [MASK]. [MASK] is,A shepherd is a [MASK].,"['mammal', 'herder', 'clergyman', 'worker', 'animal']"
 Replace the [MASK] with the correct word: Polo isn't a kind of an [MASK]. [MASK] is,Polo is a kind of an [MASK].,['sport']
 Replace the [MASK] with the correct word: A brownstone isn't a type of [MASK]. [MASK] is,A brownstone is a type of [MASK].,"['sandstone', 'home']"
 Replace the [MASK] with the correct word: Paracetamol isn't a kind of [MASK]. [MASK] is,Paracetamol is a kind of [MASK].,"['painkiller', 'drug', 'antipyretic', 'solid', 'phenol']"
 Replace the [MASK] with the correct word: Science isn't [MASK]. [MASK] is,Science is [MASK].,"['discipline', 'empiric']"
 Replace the [MASK] with the correct word: Hydrogen isn't a [MASK]. [MASK] is,Hydrogen is a [MASK].,['gas']
 Replace the [MASK] with the correct word: Bar isn't drink [MASK]. [MASK] is,Bar is drink [MASK].,"['implement', 'ridge', 'obstruction', 'support', 'railing', 'counter', 'barrier']"
 Replace the [MASK] with the correct word: Hate isn't an [MASK]. [MASK] is,Hate is an [MASK].,['emotion']
 Replace the [MASK] with the correct word: Church isn't a type of christian [MASK]. [MASK] is,Church is a type of christian [MASK].,"['temple', 'religion', 'body', 'parish', 'organization', 'burgoise']"
 Replace the [MASK] with the correct word: Beer isn't [MASK]. [MASK] is,Beer is [MASK].,"['beverage', 'carbonated', 'alcohol', 'crater', 'fizzy', 'brew']"
 Replace the [MASK] with the correct word: Bromine isn't a kind of [MASK]. [MASK] is,Bromine is a kind of [MASK].,"['liquid', 'halogen']"
 Replace the [MASK] with the correct word: War isn't [MASK]. [MASK] is,War is [MASK].,"['conflict', 'hostility', 'hell', 'violence', 'sugly', 'fight', 'campaign']"
 Replace the [MASK] with the correct word: Chinese isn't a human [MASK]. [MASK] is,Chinese is a human [MASK].,"['Sinitic', 'chinese', 'person', 'asian', 'Asiatic', 'human']"
 Replace the [MASK] with the correct word: Sprite isn't a [MASK]. [MASK] is,Sprite is a [MASK].,"['beverage', 'manga']"
 Replace the [MASK] with the correct word: Oxytocin isn't a [MASK]. [MASK] is,Oxytocin is a [MASK].,"['drug', 'oxytocic', 'neuromodulator', 'hormone']"
 Replace the [MASK] with the correct word: A tiger isn't a [MASK]. [MASK] is,A tiger is a [MASK].,"['felid', 'feline', 'mammal', 'person']"
 Replace the [MASK] with the correct word: Swaying isn't a type of [MASK]. [MASK] is,Swaying is a type of [MASK].,['motion']
 Replace the [MASK] with the correct word: Tiramisu isn't a type of [MASK]. [MASK] is,Tiramisu is a type of [MASK].,"['dessert', 'cake', 'food']"
 Replace the [MASK] with the correct word: Ozone isn't a [MASK]. [MASK] is,Ozone is a [MASK].,"['gas', 'oxygen']"
 Replace the [MASK] with the correct word: Apples aren't [MASK]. [MASK] is,Apples are [MASK].,"['crunchy', 'computers', 'best']"
 Replace the [MASK] with the correct word: An ENT isn't a kind of [MASK]. [MASK] is,An ENT is a kind of [MASK].,['doctor']
 Replace the [MASK] with the correct word: Ignorants isn't [MASK]. [MASK] is,Ignorants is [MASK].,['bliss']
 Replace the [MASK] with the correct word: Intel isn't a [MASK]. [MASK] is,Intel is a [MASK].,['company']
 Replace the [MASK] with the correct word: Thrips aren't [MASK]. [MASK] is,Thrips are [MASK].,"['insect', 'pests', 'thysanopter']"
 Replace the [MASK] with the correct word: A tub isn't a [MASK]. [MASK] is,A tub is a [MASK].,"['containerful', 'vessel']"
 Replace the [MASK] with the correct word: Wildlife isn't a [MASK]. [MASK] is,Wildlife is a [MASK].,['life']
 Replace the [MASK] with the correct word: Tennessee isn't a kind of [MASK]. [MASK] is,Tennessee is a kind of [MASK].,['state']
 Replace the [MASK] with the correct word: A moviegoer isn't a kind of [MASK]. [MASK] is,A moviegoer is a kind of [MASK].,"['person', 'spectator']"
 Replace the [MASK] with the correct word: A contralto isn't a [MASK]. [MASK] is,A contralto is a [MASK].,['singer']
 Replace the [MASK] with the correct word: Ω isn't a kind of limit [MASK]. [MASK] is,Ω is a kind of limit [MASK].,"['infinity', 'ordinal']"
 Replace the [MASK] with the correct word: Mathematics aren't [MASK]. [MASK] is,Mathematics are [MASK].,"['science', 'aboslute']"
 Replace the [MASK] with the correct word: Resveratrol isn't a natural [MASK]. [MASK] is,Resveratrol is a natural [MASK].,"['phenol', 'antioxidant']"
 Replace the [MASK] with the correct word: Efexor isn't a kind of [MASK]. [MASK] is,Efexor is a kind of [MASK].,['venlafaxine']
 Replace the [MASK] with the correct word: Earth isn't a type of [MASK]. [MASK] is,Earth is a type of [MASK].,"['location', 'material', 'element', 'thing', 'planet']"
 Replace the [MASK] with the correct word: Clerk isn't a kind of [MASK]. [MASK] is,Clerk is a kind of [MASK].,"['employee', 'human', 'profession']"
 Replace the [MASK] with the correct word: Germany isn't a [MASK]. [MASK] is,Germany is a [MASK].,['country']
 Replace the [MASK] with the correct word: Apple isn't a [MASK]. [MASK] is,Apple is a [MASK].,"['friut', 'pome', 'tree', 'fruit', 'plant']"
 Replace the [MASK] with the correct word: Protestant isn't a kind of [MASK]. [MASK] is,Protestant is a kind of [MASK].,"['christian', 'Christian', 'believer']"
 Replace the [MASK] with the correct word: A foreman isn't a kind of [MASK]. [MASK] is,A foreman is a kind of [MASK].,"['leader', 'person', 'foreperson', 'worker', 'supervisor']"
 Replace the [MASK] with the correct word: Mono isn't a kind of [MASK]. [MASK] is,Mono is a kind of [MASK].,"['virus', 'software']"
 Replace the [MASK] with the correct word: Caladiums aren't [MASK]. [MASK] is,Caladiums are [MASK].,['annuals']
 Replace the [MASK] with the correct word: Crops aren't [MASK]. [MASK] is,Crops are [MASK].,"['plants', 'vegetables']"
 Replace the [MASK] with the correct word: An elephant isn't a [MASK]. [MASK] is,An elephant is a [MASK].,"['elephantidae', 'mammal', 'proboscidean', 'emblem', 'animal', 'pachyderm']"
 Replace the [MASK] with the correct word: Idli isn't a type of [MASK]. [MASK] is,Idli is a type of [MASK].,"['food', 'flatbread']"
 Replace the [MASK] with the correct word: A primate isn't an [MASK]. [MASK] is,A primate is an [MASK].,['placental']
 Replace the [MASK] with the correct word: Gordita isn't a type of [MASK]. [MASK] is,Gordita is a type of [MASK].,['flatbread']
 Replace the [MASK] with the correct word: Gulls aren't [MASK]. [MASK] is,Gulls are [MASK].,"['birds', 'animals']"
 Replace the [MASK] with the correct word: The queen didn't be [MASK]. [MASK] is,The queen was [MASK].,"['aristocrat', 'personification', 'sovereign', 'royalty', 'homosexual', 'station', 'monarch', 'woman', 'insect', 'beheaded', 'chessman']"
 Replace the [MASK] with the correct word: A minister isn't a [MASK]. [MASK] is,A minister is a [MASK].,"['diplomat', 'clergyman', 'provost', 'executive']"
 Replace the [MASK] with the correct word: Plumbing isn't [MASK]. [MASK] is,Plumbing is [MASK].,"['craft', 'utility', 'trade', 'pipework']"
 Replace the [MASK] with the correct word: The motor isn't an [MASK]. [MASK] is,The motor is an [MASK].,"['machine', 'agent']"
 Replace the [MASK] with the correct word: Tablespoon isn't a type of [MASK]. [MASK] is,Tablespoon is a type of [MASK].,"['containerful', 'spoon']"
 Replace the [MASK] with the correct word: A passenger isn't a kind of [MASK]. [MASK] is,A passenger is a kind of [MASK].,"['traveler', 'person']"
 Replace the [MASK] with the correct word: Solar eclipse isn't a kind of astronomic [MASK]. [MASK] is,Solar eclipse is a kind of astronomic [MASK].,"['software', 'book', 'interruption', 'phenomenon', 'ship']"
 Replace the [MASK] with the correct word: A mormon isn't a type of [MASK]. [MASK] is,A mormon is a type of [MASK].,['christian']
 Replace the [MASK] with the correct word: Love isn't a kind of [MASK]. [MASK] is,Love is a kind of [MASK].,"['score', 'forever', '...responsibility', 'emotion', 'like', 'attachment', 'affection', '""magic""', 'object', 'bond']"
 Replace the [MASK] with the correct word: Caffeine isn't a [MASK]. [MASK] is,Caffeine is a [MASK].,"['stimulant', 'alkaloid', 'drug', 'nootropic']"
 Replace the [MASK] with the correct word: Harbours aren't [MASK]. [MASK] is,Harbours are [MASK].,['rad']
 Replace the [MASK] with the correct word: A robot isn't an [MASK]. [MASK] is,A robot is an [MASK].,"['machine', 'automaton', 'slave']"
 Replace the [MASK] with the correct word: Puffin isn't a [MASK]. [MASK] is,Puffin is a [MASK].,"['bird', 'seabird']"
 Replace the [MASK] with the correct word: Diabetes isn't a type of [MASK]. [MASK] is,Diabetes is a type of [MASK].,['disease']
 Replace the [MASK] with the correct word: U2 isn't a good [MASK]. [MASK] is,U2 is a good [MASK].,['band']
 Replace the [MASK] with the correct word: Numbness isn't a kind of [MASK]. [MASK] is,Numbness is a kind of [MASK].,"['sensation', 'symptom']"
 Replace the [MASK] with the correct word: Parfin isn't a type of [MASK]. [MASK] is,Parfin is a type of [MASK].,['wax']
 Replace the [MASK] with the correct word: Czech isn't a [MASK]. [MASK] is,Czech is a [MASK].,"['czech', 'person', 'slav', 'European', 'human', 'Slavic', 'european']"
 Replace the [MASK] with the correct word: Vilnius isn't a kind of [MASK]. [MASK] is,Vilnius is a kind of [MASK].,"['place', 'city']"
 Replace the [MASK] with the correct word: Murder isn't a kind of [MASK]. [MASK] is,Murder is a kind of [MASK].,"['evil', 'killing', 'violence', 'sin', 'homicide']"
 Replace the [MASK] with the correct word: Ice isn't [MASK]. [MASK] is,Ice is [MASK].,"['anime', 'crystal', 'water', 'diamond', 'solid', 'splippery', 'object', 'slippy']"
 Replace the [MASK] with the correct word: Shopping isn't [MASK]. [MASK] is,Shopping is [MASK].,"['commodity', 'buying', 'tiring']"
 Replace the [MASK] with the correct word: Division isn't math [MASK]. [MASK] is,Division is math [MASK].,"['discord', 'state', 'separation', 'separating', 'phylum']"
 Replace the [MASK] with the correct word: A unicorn isn't a [MASK]. [MASK] is,A unicorn is a [MASK].,"['equine', 'carriage']"
 Replace the [MASK] with the correct word: Schizophrenia isn't a type of [MASK]. [MASK] is,Schizophrenia is a type of [MASK].,"['disease', 'insanity', 'psychosis']"
 Replace the [MASK] with the correct word: A pentagon isn't a type of geometric [MASK]. [MASK] is,A pentagon is a type of geometric [MASK].,"['polygon', 'building', 'bureaucracy']"
 Replace the [MASK] with the correct word: A bull isn't a type of male [MASK]. [MASK] is,A bull is a type of male [MASK].,"['blunder', 'man', 'investor', 'person', 'placental', 'decree', 'adult', 'animal', 'cattle', 'policeman']"
 Replace the [MASK] with the correct word: Zanzibar isn't an [MASK]. [MASK] is,Zanzibar is an [MASK].,['country']
 Replace the [MASK] with the correct word: A bongo isn't an [MASK]. [MASK] is,A bongo is an [MASK].,"['drum', 'mammal', 'antelope']"
 Replace the [MASK] with the correct word: Murder isn't a [MASK]. [MASK] is,Murder is a [MASK].,"['evil', 'killing', 'violence', 'sin', 'homicide']"
 Replace the [MASK] with the correct word: Russian isn't a [MASK]. [MASK] is,Russian is a [MASK].,"['aborigine', 'dandelion', 'slav', 'human', 'Slavic']"
